GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37,HD01_VD38,HD02_VD38,HD01_VD39,HD02_VD39,HD01_VD40,HD02_VD40,HD01_VD41,HD02_VD41,HD01_VD42,HD02_VD42,HD01_VD43,HD02_VD43,HD01_VD44,HD02_VD44,HD01_VD45,HD02_VD45,HD01_VD46,HD02_VD46,HD01_VD47,HD02_VD47,HD01_VD48,HD02_VD48,HD01_VD49,HD02_VD49,HD01_VD50,HD02_VD50,HD01_VD51,HD02_VD51,HD01_VD52,HD02_VD52,HD01_VD53,HD02_VD53,HD01_VD54,HD02_VD54,HD01_VD55,HD02_VD55,HD01_VD56,HD02_VD56,HD01_VD57,HD02_VD57,HD01_VD58,HD02_VD58,HD01_VD59,HD02_VD59,HD01_VD60,HD02_VD60,HD01_VD61,HD02_VD61,HD01_VD62,HD02_VD62,HD01_VD63,HD02_VD63,HD01_VD64,HD02_VD64,HD01_VD65,HD02_VD65,HD01_VD66,HD02_VD66
1500000US370510020012,370510020012,"Block Group 2, Census Tract 20.01, Cumberland County, North Carolina",1267,220,287,93,277,94,64,47,6,9,0,12,153,68,54,34,0,12,10,15,0,12,0,12,0,12,10,15,0,12,0,12,0,12,553,140,389,109,224,88,36,32,0,12,21,23,94,38,14,22,34,30,0,12,0,12,0,12,20,23,0,12,14,20,130,64,327,70,237,63,149,57,27,22,0,12,18,21,37,34,6,9,50,29,0,12,0,12,0,12,0,12,24,21,0,12,26,17,40,32,100,41,10,14,10,14,0,12,0,12,0,12,0,12,90,40,0,12,10,14,0,12,0,12,0,12,0,12,80,37,0,12
1500000US370510020021,370510020021,"Block Group 1, Census Tract 20.02, Cumberland County, North Carolina",369,119,15,23,15,23,0,12,0,12,0,12,15,23,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1,4,1,4,0,12,0,12,0,12,1,4,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,191,85,80,49,49,36,0,12,0,12,31,35,0,12,0,12,50,41,0,12,0,12,0,12,2,5,0,12,0,12,48,41,61,49,162,68,0,12,0,12,0,12,0,12,0,12,0,12,162,68,0,12,28,45,0,12,0,12,0,12,17,26,117,60,0,12
1500000US370510020022,370510020022,"Block Group 2, Census Tract 20.02, Cumberland County, North Carolina",2437,465,729,264,422,144,54,62,0,12,0,12,244,107,124,96,0,12,15,21,0,12,0,12,0,12,0,12,0,12,15,21,292,290,863,230,477,157,183,98,23,29,4,7,122,85,101,84,44,48,12,18,0,12,0,12,0,12,12,18,0,12,0,12,374,197,704,169,474,131,287,119,45,43,0,12,75,50,34,29,33,38,55,50,0,12,0,12,0,12,0,12,22,32,14,24,19,28,175,101,141,64,30,26,0,12,0,12,30,26,0,12,0,12,111,56,0,12,26,31,22,24,0,12,0,12,0,12,63,48,0,12
1500000US370510020023,370510020023,"Block Group 3, Census Tract 20.02, Cumberland County, North Carolina",1093,292,248,177,223,176,0,12,0,12,0,12,204,171,19,30,0,12,25,31,0,12,0,12,0,12,0,12,0,12,25,31,0,12,253,115,81,52,24,28,0,12,0,12,44,44,13,20,0,12,17,25,0,12,0,12,0,12,0,12,0,12,17,25,155,102,373,117,195,86,130,67,10,17,16,24,27,42,12,19,0,12,116,57,0,12,0,12,0,12,18,28,0,12,0,12,98,50,62,53,219,61,6,11,6,11,0,12,0,12,0,12,0,12,213,63,0,12,21,25,11,18,38,41,0,12,0,12,143,59,0,12
1500000US370510020024,370510020024,"Block Group 4, Census Tract 20.02, Cumberland County, North Carolina",1062,221,207,118,181,110,67,75,0,12,0,12,30,49,84,63,0,12,26,39,0,12,0,12,0,12,0,12,0,12,26,39,0,12,481,146,400,130,228,108,13,21,0,12,15,23,144,91,0,12,47,42,0,12,0,12,0,12,13,22,0,12,34,37,34,37,271,112,195,98,110,74,8,14,0,12,17,23,60,58,0,12,38,60,0,12,0,12,0,12,0,12,0,12,0,12,38,60,38,36,103,46,23,25,0,12,0,12,23,25,0,12,0,12,80,48,0,12,20,23,7,12,5,12,0,12,5,12,43,32,0,12
1500000US370510021001,370510021001,"Block Group 1, Census Tract 21, Cumberland County, North Carolina",1163,217,270,120,270,120,0,12,5,9,0,12,265,120,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,232,89,178,81,56,42,12,18,0,12,68,39,42,39,0,12,5,9,0,12,0,12,5,9,0,12,0,12,0,12,49,51,498,137,246,73,96,51,23,20,8,13,77,42,42,36,0,12,101,47,6,10,0,12,0,12,0,12,20,23,0,12,75,44,151,110,163,61,46,36,9,14,0,12,37,33,0,12,0,12,117,49,0,12,7,12,34,31,8,14,0,12,0,12,68,35,0,12
1500000US370510021002,370510021002,"Block Group 2, Census Tract 21, Cumberland County, North Carolina",1286,185,250,98,224,85,43,43,0,12,0,12,85,49,96,75,0,12,26,31,0,12,0,12,0,12,0,12,0,12,26,31,0,12,538,123,269,93,163,73,9,13,0,12,36,36,52,35,9,14,0,12,0,12,0,12,0,12,0,12,0,12,0,12,269,87,367,90,224,78,151,74,7,12,17,19,18,20,18,19,13,20,64,34,0,12,0,12,8,12,17,18,7,11,0,12,32,26,79,44,131,51,46,40,0,12,9,15,37,37,0,12,0,12,75,42,0,12,16,26,15,23,10,16,0,12,0,12,34,35,10,16
1500000US370510021003,370510021003,"Block Group 3, Census Tract 21, Cumberland County, North Carolina",1253,203,302,103,242,101,129,68,65,71,0,12,0,12,48,48,0,12,51,54,0,12,0,12,0,12,51,54,0,12,0,12,9,13,143,63,143,63,114,60,10,16,0,12,0,12,19,21,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,523,109,465,107,302,89,129,67,0,12,0,12,34,30,0,12,39,27,0,12,0,12,0,12,0,12,30,26,0,12,9,15,19,22,285,77,97,48,0,12,26,29,71,41,0,12,0,12,167,59,0,12,47,42,8,12,37,29,0,12,0,12,75,49,21,31
1500000US370510022001,370510022001,"Block Group 1, Census Tract 22, Cumberland County, North Carolina",271,91,61,28,61,28,5,7,0,12,0,12,0,12,56,28,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,99,44,65,37,11,12,0,12,0,12,0,12,54,37,0,12,12,13,7,10,0,12,0,12,5,8,0,12,0,12,22,29,69,44,36,28,17,14,0,12,0,12,9,14,4,6,6,11,16,20,0,12,0,12,0,12,0,12,0,12,0,12,16,20,17,12,42,28,0,12,0,12,0,12,0,12,0,12,0,12,42,28,0,12,0,12,0,12,0,12,0,12,0,12,42,28,0,12
1500000US370510022002,370510022002,"Block Group 2, Census Tract 22, Cumberland County, North Carolina",916,111,180,58,165,62,60,53,5,8,0,12,69,33,31,23,0,12,8,14,0,12,0,12,0,12,0,12,0,12,8,14,7,9,228,59,112,42,29,27,20,18,0,12,32,23,31,21,0,12,20,17,0,12,0,12,8,11,10,12,0,12,2,5,96,37,402,71,247,69,138,60,4,7,0,12,64,34,33,27,8,9,79,35,0,12,0,12,0,12,1,2,0,12,11,15,67,32,76,33,106,42,33,23,0,12,0,12,33,23,0,12,0,12,73,39,0,12,0,12,7,11,0,12,0,12,9,10,57,39,0,12
1500000US370510023001,370510023001,"Block Group 1, Census Tract 23, Cumberland County, North Carolina",817,295,170,126,170,126,51,60,0,12,0,12,119,110,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,224,129,109,76,30,33,0,12,0,12,79,67,0,12,0,12,26,38,0,12,0,12,26,38,0,12,0,12,0,12,89,74,345,135,214,110,101,88,0,12,28,34,26,30,17,26,42,50,13,22,0,12,0,12,0,12,13,22,0,12,0,12,0,12,118,82,78,52,56,49,0,12,0,12,56,49,0,12,0,12,22,26,0,12,0,12,0,12,0,12,0,12,11,18,11,19,0,12
1500000US370510023002,370510023002,"Block Group 2, Census Tract 23, Cumberland County, North Carolina",1866,335,403,170,355,155,35,39,0,12,9,14,261,149,50,55,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,48,78,623,164,402,123,233,102,0,12,0,12,110,74,40,38,19,29,42,67,0,12,0,12,42,67,0,12,0,12,0,12,179,110,679,156,427,111,272,114,34,34,58,46,48,44,15,23,0,12,109,88,0,12,0,12,0,12,9,15,21,32,0,12,79,66,143,84,161,68,83,62,0,12,0,12,83,62,0,12,0,12,78,50,0,12,29,33,0,12,11,18,0,12,0,12,38,32,0,12
1500000US370510023003,370510023003,"Block Group 3, Census Tract 23, Cumberland County, North Carolina",1713,425,420,221,400,222,139,149,19,31,0,12,146,110,96,137,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,20,33,391,214,190,82,75,71,0,12,0,12,37,47,63,47,15,24,13,19,0,12,0,12,1,2,12,20,0,12,0,12,188,158,653,173,412,118,211,108,38,59,64,58,19,30,46,37,34,39,92,66,0,12,0,12,0,12,64,57,28,33,0,12,0,12,149,111,249,62,32,30,0,12,0,12,32,30,0,12,0,12,217,53,0,12,59,46,15,27,0,12,0,12,20,31,123,56,0,12
1500000US370510024011,370510024011,"Block Group 1, Census Tract 24.01, Cumberland County, North Carolina",927,134,239,81,206,78,6,9,0,12,0,12,200,76,0,12,0,12,17,19,0,12,0,12,0,12,0,12,0,12,17,19,16,18,186,56,85,36,22,18,0,12,0,12,57,29,6,8,0,12,10,15,0,12,0,12,0,12,0,12,0,12,10,15,91,35,370,63,107,35,57,30,6,9,4,6,40,20,0,12,0,12,85,48,0,12,0,12,5,9,26,17,0,12,0,12,54,38,178,50,132,42,37,25,8,14,0,12,29,23,0,12,0,12,95,35,0,12,22,22,4,7,27,16,0,12,0,12,42,17,0,12
1500000US370510024012,370510024012,"Block Group 2, Census Tract 24.01, Cumberland County, North Carolina",916,193,274,129,225,123,0,12,0,12,0,12,213,122,12,13,0,12,25,24,0,12,0,12,0,12,0,12,0,12,25,24,24,21,247,66,154,54,22,16,10,10,0,12,115,49,7,10,0,12,19,15,0,12,0,12,0,12,0,12,0,12,19,15,74,31,339,83,193,46,76,28,18,16,13,13,51,21,11,11,24,17,28,17,0,12,0,12,0,12,6,9,0,12,6,9,16,12,118,68,56,22,10,8,0,12,0,12,10,8,0,12,0,12,46,22,0,12,0,12,8,13,11,10,0,12,0,12,27,17,0,12
1500000US370510024021,370510024021,"Block Group 1, Census Tract 24.02, Cumberland County, North Carolina",815,163,203,97,196,98,16,19,16,21,0,12,132,81,32,50,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7,11,266,95,121,55,17,18,14,22,0,12,72,47,0,12,18,21,19,21,0,12,0,12,0,12,0,12,0,12,19,21,126,66,274,62,129,52,78,47,7,12,0,12,35,27,9,14,0,12,87,37,16,18,0,12,0,12,28,24,7,12,0,12,36,27,58,36,72,41,14,22,0,12,0,12,14,22,0,12,0,12,58,34,0,12,11,15,0,12,13,14,0,12,0,12,34,29,0,12
1500000US370510024022,370510024022,"Block Group 2, Census Tract 24.02, Cumberland County, North Carolina",1257,179,265,79,235,73,42,37,0,12,0,12,167,67,26,24,0,12,17,22,0,12,0,12,0,12,6,10,0,12,11,19,13,20,637,127,434,106,161,63,70,61,0,12,39,28,144,51,20,22,33,25,0,12,0,12,0,12,5,8,0,12,28,24,170,78,262,78,165,64,56,36,23,20,20,22,11,14,44,35,11,18,64,42,0,12,9,14,0,12,19,21,0,12,0,12,36,31,33,30,93,40,20,18,0,12,0,12,20,18,0,12,0,12,73,36,0,12,11,16,8,12,0,12,0,12,14,19,40,30,0,12
1500000US370510024023,370510024023,"Block Group 3, Census Tract 24.02, Cumberland County, North Carolina",1168,159,314,108,250,88,28,34,0,12,0,12,106,56,116,79,0,12,49,50,0,12,0,12,0,12,9,13,0,12,40,44,15,16,239,66,122,53,35,30,11,18,0,12,11,18,65,39,0,12,47,33,0,12,0,12,1,2,44,33,0,12,2,4,70,47,476,79,336,68,211,55,34,31,29,23,10,15,52,34,0,12,113,57,34,25,0,12,0,12,2,4,34,35,0,12,43,35,27,25,139,31,16,17,0,12,0,12,16,17,0,12,0,12,123,33,10,15,30,21,5,8,0,12,0,12,6,9,72,30,0,12
1500000US370510025011,370510025011,"Block Group 1, Census Tract 25.01, Cumberland County, North Carolina",1680,313,428,181,428,181,146,119,0,12,0,12,261,160,21,32,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,382,159,265,124,150,122,48,49,0,12,33,38,23,36,11,18,33,39,0,12,0,12,16,27,0,12,0,12,17,29,84,66,711,179,519,175,320,142,61,70,37,42,38,40,18,29,45,50,49,44,16,26,0,12,0,12,0,12,0,12,0,12,33,36,143,103,159,76,0,12,0,12,0,12,0,12,0,12,0,12,159,76,0,12,34,40,0,12,0,12,0,12,0,12,125,71,0,12
1500000US370510025012,370510025012,"Block Group 2, Census Tract 25.01, Cumberland County, North Carolina",1368,395,381,172,301,167,100,101,0,12,0,12,135,120,66,78,0,12,61,56,0,12,0,12,0,12,10,17,0,12,51,54,19,30,351,150,227,131,119,100,0,12,0,12,47,48,61,76,0,12,39,37,0,12,0,12,0,12,25,28,0,12,14,24,85,63,370,150,296,140,227,137,0,12,0,12,49,43,20,31,0,12,59,54,33,37,0,12,0,12,4,10,0,12,22,33,0,12,15,23,266,110,35,33,0,12,0,12,35,33,0,12,0,12,231,103,0,12,33,34,0,12,29,49,0,12,0,12,169,70,0,12
1500000US370510025013,370510025013,"Block Group 3, Census Tract 25.01, Cumberland County, North Carolina",4524,547,1209,309,1109,280,262,152,22,35,0,12,401,207,424,153,0,12,54,58,0,12,0,12,0,12,21,33,0,12,33,43,46,74,855,234,638,185,240,125,72,71,0,12,29,33,275,106,22,32,101,62,28,47,0,12,0,12,18,30,0,12,55,46,116,89,1827,277,1132,251,736,231,21,32,22,34,4,6,309,139,40,30,510,147,0,12,0,12,0,12,82,57,161,85,0,12,267,109,185,103,633,111,124,70,0,12,0,12,124,70,0,12,0,12,509,104,0,12,67,47,56,52,24,31,0,12,28,34,334,100,0,12
1500000US370510025021,370510025021,"Block Group 1, Census Tract 25.02, Cumberland County, North Carolina",2984,352,776,184,656,170,88,71,59,55,0,12,148,108,361,155,0,12,85,57,0,12,0,12,0,12,40,42,0,12,45,41,35,57,900,170,689,146,238,99,100,71,21,33,21,32,273,120,36,39,156,83,61,49,0,12,0,12,95,68,0,12,0,12,55,50,1025,201,735,160,354,125,49,46,35,41,0,12,297,137,0,12,136,76,0,12,0,12,0,12,0,12,32,38,14,22,90,61,154,105,283,95,25,37,0,12,0,12,25,37,0,12,0,12,258,103,0,12,0,12,19,29,0,12,0,12,24,37,215,96,0,12
1500000US370510025022,370510025022,"Block Group 2, Census Tract 25.02, Cumberland County, North Carolina",2440,409,386,161,289,168,18,29,0,12,0,12,120,78,151,145,0,12,56,66,0,12,0,12,0,12,0,12,0,12,56,66,41,57,1325,272,1137,240,668,203,257,119,0,12,65,45,147,95,0,12,95,76,36,38,0,12,0,12,0,12,28,49,31,35,93,74,519,167,260,105,121,81,0,12,21,34,14,22,73,71,31,34,150,92,0,12,0,12,0,12,0,12,45,37,0,12,105,67,109,77,210,86,56,51,0,12,0,12,56,51,0,12,0,12,154,73,0,12,62,42,15,25,14,23,0,12,0,12,63,54,0,12
1500000US370510025023,370510025023,"Block Group 3, Census Tract 25.02, Cumberland County, North Carolina",1636,317,443,180,362,142,40,42,0,12,0,12,175,90,147,109,0,12,35,60,0,12,0,12,0,12,0,12,0,12,35,60,46,67,364,142,261,112,123,72,19,29,0,12,69,54,50,38,0,12,67,83,26,42,0,12,0,12,0,12,0,12,41,44,36,42,514,169,369,127,285,110,20,27,0,12,22,25,33,37,9,14,80,71,0,12,0,12,0,12,38,61,0,12,14,24,28,31,65,52,315,89,25,29,0,12,13,21,0,12,12,19,0,12,290,91,0,12,40,45,30,34,28,23,0,12,0,12,192,90,0,12
1500000US370510025031,370510025031,"Block Group 1, Census Tract 25.03, Cumberland County, North Carolina",1344,214,239,110,226,106,14,24,48,75,0,12,87,80,77,82,0,12,13,21,0,12,0,12,0,12,13,21,0,12,0,12,0,12,409,139,204,107,76,65,0,12,0,12,92,80,36,32,0,12,32,34,0,12,0,12,0,12,23,37,0,12,9,16,173,96,566,165,378,139,229,96,52,49,0,12,0,12,47,46,50,46,100,77,0,12,0,12,0,12,0,12,0,12,19,31,81,68,88,54,130,75,61,56,0,12,0,12,61,56,0,12,0,12,69,51,0,12,8,15,39,43,0,12,0,12,0,12,22,24,0,12
1500000US370510025032,370510025032,"Block Group 2, Census Tract 25.03, Cumberland County, North Carolina",1450,307,503,175,486,179,152,114,0,12,0,12,242,138,73,70,19,29,17,27,0,12,0,12,0,12,17,27,0,12,0,12,0,12,264,144,219,119,146,95,0,12,0,12,46,48,16,26,11,19,0,12,0,12,0,12,0,12,0,12,0,12,0,12,45,48,514,128,394,132,306,126,43,43,0,12,0,12,29,33,16,27,74,60,26,40,0,12,0,12,0,12,13,20,0,12,35,40,46,42,169,79,58,51,0,12,0,12,58,51,0,12,0,12,111,66,0,12,14,24,0,12,24,27,0,12,0,12,73,60,0,12
1500000US370510025033,370510025033,"Block Group 3, Census Tract 25.03, Cumberland County, North Carolina",1799,291,433,161,376,150,131,103,0,12,0,12,91,115,154,99,0,12,36,40,0,12,0,12,0,12,19,28,0,12,17,27,21,33,455,144,451,143,172,90,115,101,0,12,66,79,98,76,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,4,7,658,113,507,123,228,115,192,142,18,27,5,11,64,63,0,12,94,70,0,12,0,12,0,12,0,12,17,24,0,12,77,54,57,44,253,83,14,22,0,12,0,12,14,22,0,12,0,12,239,87,0,12,79,42,0,12,3,8,12,18,0,12,145,81,0,12
1500000US370510025041,370510025041,"Block Group 1, Census Tract 25.04, Cumberland County, North Carolina",1233,269,424,178,366,178,66,101,0,12,0,12,215,140,85,102,0,12,38,43,0,12,0,12,0,12,0,12,0,12,38,43,20,32,316,124,225,106,46,43,0,12,15,25,135,88,29,32,0,12,25,41,0,12,0,12,0,12,0,12,0,12,25,41,66,56,388,110,219,88,116,71,24,39,15,23,9,16,55,46,0,12,57,49,0,12,0,12,0,12,14,21,0,12,14,22,29,37,112,57,105,60,33,52,0,12,0,12,33,52,0,12,0,12,72,41,0,12,0,12,12,19,31,30,0,12,0,12,29,33,0,12
1500000US370510025042,370510025042,"Block Group 2, Census Tract 25.04, Cumberland County, North Carolina",2336,349,755,211,732,205,212,153,22,34,0,12,101,66,397,185,0,12,23,26,0,12,0,12,0,12,0,12,0,12,23,26,0,12,407,130,368,119,89,67,119,78,0,12,25,40,135,73,0,12,15,23,0,12,0,12,0,12,15,23,0,12,0,12,24,29,810,154,553,150,268,121,72,66,14,21,11,17,188,97,0,12,224,128,36,41,16,24,0,12,0,12,95,91,0,12,77,49,33,39,364,105,12,18,0,12,0,12,0,12,12,18,0,12,352,102,0,12,27,29,57,50,0,12,0,12,0,12,268,81,0,12
1500000US370510025043,370510025043,"Block Group 3, Census Tract 25.04, Cumberland County, North Carolina",2365,349,527,139,458,125,127,77,53,46,0,12,61,77,217,99,0,12,69,71,0,12,0,12,0,12,0,12,0,12,69,71,0,12,456,165,319,124,127,88,10,16,0,12,13,21,157,86,12,20,28,44,0,12,0,12,0,12,0,12,0,12,28,44,109,102,1103,250,706,173,375,144,66,61,16,25,77,82,153,81,19,30,300,138,0,12,17,26,0,12,49,55,52,47,0,12,182,86,97,81,279,81,58,44,0,12,0,12,30,32,0,12,28,29,201,68,0,12,37,42,13,21,0,12,0,12,0,12,151,71,20,19
1500000US370510026001,370510026001,"Block Group 1, Census Tract 26, Cumberland County, North Carolina",1686,323,474,176,447,173,153,64,17,14,0,12,223,156,54,39,0,12,11,12,0,12,0,12,0,12,6,11,0,12,5,6,16,16,326,90,214,58,148,51,24,19,0,12,17,13,25,19,0,12,17,16,0,12,0,12,0,12,0,12,0,12,17,16,95,60,647,144,452,129,294,124,92,46,18,11,14,15,19,14,15,16,64,24,8,7,1,4,0,12,20,16,10,8,3,4,22,11,131,57,239,66,99,39,11,15,0,12,88,39,0,12,0,12,138,47,0,12,21,12,38,21,29,23,0,12,15,12,35,21,2,3
1500000US370510026002,370510026002,"Block Group 2, Census Tract 26, Cumberland County, North Carolina",1407,284,299,131,240,124,68,70,11,15,0,12,109,91,52,75,0,12,32,35,9,13,0,12,0,12,12,17,0,12,11,16,27,31,202,77,140,57,120,54,9,12,8,15,3,7,0,12,0,12,26,24,0,12,0,12,0,12,10,14,0,12,16,19,36,29,582,151,344,120,179,75,43,40,24,25,24,24,74,68,0,12,142,62,9,13,21,21,0,12,30,42,44,37,0,12,38,28,96,89,324,75,72,40,0,12,0,12,72,40,0,12,0,12,252,70,0,12,38,37,54,32,36,24,0,12,10,14,114,51,0,12
1500000US370510026003,370510026003,"Block Group 3, Census Tract 26, Cumberland County, North Carolina",1015,247,189,119,164,114,131,111,22,23,0,12,0,12,11,18,0,12,16,25,0,12,0,12,0,12,16,25,0,12,0,12,9,13,127,68,76,48,50,39,13,18,0,12,0,12,13,21,0,12,25,27,12,21,0,12,2,4,0,12,0,12,11,17,26,28,513,154,416,140,347,132,7,10,8,12,36,39,18,21,0,12,67,41,9,14,0,12,0,12,2,5,33,34,0,12,23,23,30,27,186,62,20,20,0,12,0,12,20,20,0,12,0,12,166,62,0,12,10,15,35,39,23,25,0,12,0,12,98,51,0,12
1500000US370510027001,370510027001,"Block Group 1, Census Tract 27, Cumberland County, North Carolina",990,192,195,68,187,68,88,45,16,17,0,12,79,55,4,7,0,12,3,6,0,12,0,12,0,12,3,6,0,12,0,12,5,8,165,66,147,59,72,43,5,9,0,12,44,27,26,27,0,12,6,7,3,7,0,12,0,12,0,12,0,12,3,4,12,16,421,99,315,96,208,71,44,23,25,28,16,18,22,20,0,12,61,27,7,10,3,5,3,7,10,8,17,12,9,8,12,12,45,20,209,82,49,31,0,12,0,12,49,31,0,12,0,12,160,67,0,12,37,26,59,35,0,12,0,12,7,8,57,30,0,12
1500000US370510027002,370510027002,"Block Group 2, Census Tract 27, Cumberland County, North Carolina",1544,489,413,241,389,233,141,126,114,171,0,12,134,118,0,12,0,12,24,37,0,12,0,12,0,12,0,12,0,12,24,37,0,12,428,180,287,144,211,115,58,78,0,12,18,30,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,141,91,542,236,454,228,323,166,79,85,0,12,13,21,0,12,39,60,88,77,0,12,0,12,21,33,0,12,45,53,0,12,22,33,0,12,161,82,72,63,0,12,0,12,72,63,0,12,0,12,89,66,0,12,29,32,15,24,0,12,0,12,0,12,45,52,0,12
1500000US370510027003,370510027003,"Block Group 3, Census Tract 27, Cumberland County, North Carolina",2978,440,739,187,634,170,316,154,64,58,0,12,108,104,146,113,0,12,105,92,17,26,0,12,0,12,38,62,0,12,50,62,0,12,510,201,375,182,238,153,21,33,0,12,57,58,49,46,10,17,68,51,20,31,0,12,0,12,48,43,0,12,0,12,67,81,1376,243,965,260,775,266,40,36,0,12,26,39,115,85,9,16,291,128,111,88,12,20,17,27,36,44,16,27,0,12,99,57,120,88,353,196,161,178,0,12,0,12,161,178,0,12,0,12,192,86,0,12,37,37,12,19,17,26,0,12,14,23,112,73,0,12
1500000US370510027004,370510027004,"Block Group 4, Census Tract 27, Cumberland County, North Carolina",2574,535,882,294,781,290,247,235,87,71,0,12,394,369,53,59,0,12,101,94,0,12,0,12,0,12,84,94,0,12,17,27,0,12,335,181,182,116,46,48,49,46,0,12,41,45,46,40,0,12,19,27,0,12,0,12,0,12,0,12,0,12,19,27,134,121,872,215,539,186,395,180,75,74,23,37,11,17,35,40,0,12,261,145,0,12,0,12,15,24,0,12,20,29,0,12,226,137,72,100,485,152,185,151,16,25,0,12,169,148,0,12,0,12,300,128,0,12,0,12,127,102,0,12,0,12,0,12,173,103,0,12
1500000US370510028001,370510028001,"Block Group 1, Census Tract 28, Cumberland County, North Carolina",2708,526,698,297,669,306,191,112,42,52,0,12,419,310,17,27,0,12,19,28,0,12,0,12,0,12,0,12,0,12,19,28,10,16,394,183,298,160,158,139,40,46,0,12,100,93,0,12,0,12,50,59,0,12,0,12,0,12,30,50,0,12,20,31,46,54,1168,279,741,223,579,202,98,68,25,30,26,30,13,20,0,12,176,91,47,49,13,23,0,12,0,12,56,65,0,12,60,35,251,179,448,181,225,146,0,12,0,12,225,146,0,12,0,12,223,108,0,12,85,57,17,26,17,26,0,12,0,12,104,73,0,12
1500000US370510028002,370510028002,"Block Group 2, Census Tract 28, Cumberland County, North Carolina",1459,370,392,234,353,225,121,105,24,38,0,12,113,150,95,108,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,39,63,194,105,68,57,48,52,19,26,0,12,1,2,0,12,0,12,17,27,0,12,0,12,0,12,0,12,0,12,17,27,109,85,629,190,301,129,178,106,0,12,28,35,3,5,92,71,0,12,138,78,2,5,3,4,0,12,27,40,0,12,0,12,106,77,190,139,244,118,75,59,0,12,0,12,75,59,0,12,0,12,169,100,0,12,23,35,6,8,1,2,0,12,0,12,139,94,0,12
1500000US370510028003,370510028003,"Block Group 3, Census Tract 28, Cumberland County, North Carolina",2023,533,593,280,579,282,343,222,13,15,0,12,179,142,44,39,0,12,11,15,0,12,0,12,0,12,8,13,0,12,3,7,3,6,325,123,199,80,108,55,15,12,0,12,27,35,34,33,15,25,39,38,0,12,0,12,0,12,3,5,0,12,36,37,87,65,812,257,709,258,587,253,56,41,6,10,27,26,30,32,3,5,70,41,2,4,0,12,22,31,14,22,11,15,0,12,21,24,33,31,293,133,87,83,0,12,0,12,87,83,0,12,0,12,206,98,2,5,46,54,27,33,0,12,0,12,19,20,112,82,0,12
1500000US370510029001,370510029001,"Block Group 1, Census Tract 29, Cumberland County, North Carolina",1038,261,191,87,191,87,117,74,0,12,0,12,74,53,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,239,123,185,110,138,106,0,12,0,12,35,33,12,18,0,12,13,19,0,12,0,12,0,12,0,12,0,12,13,19,41,32,440,122,233,74,151,65,52,37,8,12,0,12,22,25,0,12,112,56,0,12,12,20,0,12,10,15,9,14,14,22,67,41,95,67,168,84,57,48,0,12,0,12,57,48,0,12,0,12,111,72,0,12,25,31,46,60,0,12,0,12,0,12,40,37,0,12
